CO,DIST,ind1,ind2,ind3,ind4,ind5,ind6,ind7,ind8,ind9,ind10,ind11,ind12,ind13,ind15,enroll,distname,CONAME,GROUP,OPTYPE,DFG,ABBOTT,FLAG,COUNTY
80,6612,3299121,1678796,1527070,89586,62140,613619,319497,831901,492538,97920,0,76885,0,70284,272,Galloway Community CS,ATLANTIC,K. CHARTER,C,,,1,ATLANTIC
80,7410,3743859,1749278,1665515,28430,55333,550719,400732,695054,520653,748808,0,0,0,22049,261,chARTer~TECH HIGH SCHOOL,ATLANTIC,K. CHARTER,C,,,1,ATLANTIC
80,7420,4970835,2654265,2354039,246772,53454,593337,292847,1200692,833542,445341,0,77200,0,125369,342,Oceanside CS,ATLANTIC,K. CHARTER,C,,,1,ATLANTIC
80,7520,6074571,2395463,2169250,210701,15512,1271961,1271961,1185875,772247,1221272,410603,0,0,31848,525,PleasanTech Academy CS,ATLANTIC,K. CHARTER,C,,,1,ATLANTIC
80,6013,4004440,1868008,1445856,356823,65329,0,0,826840,648776,1309592,549847,0,0,44457,405,Bergen Arts and Sciences CS,BERGEN,K. CHARTER,C,,,1,BERGEN
80,6430,2794682,2023313,1797325,65092,160896,0,0,447167,130504,260356,0,0,0,24873,199,Englewood on the Palisades CS,BERGEN,K. CHARTER,C,,,1,BERGEN
80,7890,4297993,2355202,2277830,56776,20596,0,0,734153,611537,1208638,210307,0,0,161120,304,Teaneck Community CS,BERGEN,K. CHARTER,C,,,1,BERGEN
80,6026,693511,251500,245240,2509,3751,66323,66323,231483,194898,144205,0,0,0,0,73,Riverbank Charter School of Excellence,BURLINGTON,K. CHARTER,C,,,1,BURLINGTON
80,6044,,,,,,,,,,,,,,,,Renaissance Regional Leadership CS,BURLINGTON,K. CHARTER,C,,,1,BURLINGTON
80,6024,1149934,570654,483239,55707,31708,0,0,329517,244378,249763,0,0,0,0,130,Camden's Pride Charter Schhol,CAMDEN,K. CHARTER,C,,,1,CAMDEN
80,6027,2156749,1184216,936901,184917,62398,0,0,509771,320400,437762,0,25000,0,7218,236,Institute of Excellence Charter School,CAMDEN,K. CHARTER,C,,,1,CAMDEN
80,6212,5116432,2713182,2480391,139983,92808,0,0,1376953,914788,1026297,0,0,0,25200,413,Camden Academy Charter HS,CAMDEN,K. CHARTER,C,,,1,CAMDEN
80,6215,5288963,2708362,2407496,143228,157638,0,0,1179003,669560,1401598,0,0,0,0,374,Camden's Promise CS,CAMDEN,K. CHARTER,C,,,1,CAMDEN
80,6232,2123167,1251580,1190985,50681,9914,192686,109459,396600,310549,282301,0,0,0,24370,230,Environment Community CS,CAMDEN,K. CHARTER,C,,,1,CAMDEN
80,6240,3049530,1428864,1240795,89804,98265,217480,217480,951894,368695,350434,143474,0,0,0,198,Freedom Academy CS,CAMDEN,K. CHARTER,C,,,1,CAMDEN
80,6325,5138766,2531867,2445538,76111,10218,2000,0,1693802,1393536,911097,0,0,0,111049,478,D.U.E. Season CS,CAMDEN,K. CHARTER,C,,,1,CAMDEN
80,7109,8673016,4726618,4152083,397224,177311,1961213,647353,1534635,1166639,450550,0,0,0,0,778,LEAP Academy University CS,CAMDEN,K. CHARTER,C,,,1,CAMDEN
80,6028,749536,366807,325277,29034,12496,94906,32841,139818,111121,148005,0,0,0,0,101,Vineland Public Charter School,CUMBERLAND,K. CHARTER,C,,,1,CUMBERLAND
80,6016,2825838,1134065,919277,160177,54611,0,0,866204,800567,825569,141808,0,0,0,242,Adelaide L. Sandford CS,ESSEX,K. CHARTER,C,,,1,ESSEX
80,6020,2682061,1158290,1039278,74101,44911,268162,268162,859245,680326,396364,0,0,0,151137,230,Pride Academy Charter School,ESSEX,K. CHARTER,C,,,1,ESSEX
80,6022,1891278,707597,600962,84077,22558,0,0,585243,440187,576582,236970,21856,0,0,160,Burch Charter School of Excellence,ESSEX,K. CHARTER,C,,,1,ESSEX
80,6029,2646896,1121891,1063336,49945,8610,194764,169604,501408,326002,684111,43459,144723,0,0,194,Newark Educators Charter School,ESSEX,K. CHARTER,C,,,1,ESSEX
80,6037,,,,,,,,,,,,,,,,Newark Legacy CS,ESSEX,K. CHARTER,C,,,1,ESSEX
80,6038,,,,,,,,,,,,,,,,Visions Academy CS,ESSEX,K. CHARTER,C,,,1,ESSEX
80,6320,993187,379142,290157,25839,63146,0,0,448960,309343,165085,0,0,0,0,86,Discovery CS,ESSEX,K. CHARTER,C,,,1,ESSEX
80,6410,6342400,2768626,2467218,173881,127527,0,0,1824876,1440061,1613013,693934,135885,0,0,520,East Orange Community CS,ESSEX,K. CHARTER,C,,,1,ESSEX
80,6665,3837788,1811182,1446949,101076,263157,477849,427964,840693,608664,708064,0,0,0,0,281,Gray CS,ESSEX,K. CHARTER,C,,,1,ESSEX
80,7100,5531017,2910501,2555169,116067,239265,0,0,862114,500520,1758402,1128705,0,0,38818,433,Lady Liberty Academy CS,ESSEX,K. CHARTER,C,,,1,ESSEX
80,7210,6940104,3090365,2837956,179475,72934,84890,36890,2441288,1872920,1323561,0,0,0,18069,513,Marion P. Thomas CS,ESSEX,K. CHARTER,C,,,1,ESSEX
80,7280,2185286,1358190,1188177,97825,72188,31049,14799,578362,351369,217685,0,0,0,0,171,Greater Newark CS,ESSEX,K. CHARTER,C,,,1,ESSEX
80,7290,4928645,2229748,2101686,121688,6374,0,0,407560,277910,2246336,830280,45000,0,167116,452,New Horizons Comm. CS,ESSEX,K. CHARTER,C,,,1,ESSEX
80,7320,12039711,6654183,5452729,463184,738270,0,0,3071325,1945700,2244203,321670,70000,0,450513,905,North Star Acad. CS of Newark,ESSEX,K. CHARTER,C,,,1,ESSEX
80,7325,16017369,7948033,6197927,995865,754241,0,0,4394479,3039501,3431909,803285,242948,0,44274,1069,TEAM Academy Charter School,ESSEX,K. CHARTER,C,,,1,ESSEX
80,7730,6645896,3404194,2816641,573166,14387,763218,492497,1140371,742592,1338113,0,0,0,291179,499,Robert Treat Academy CS,ESSEX,K. CHARTER,C,,,1,ESSEX
80,7735,3238991,1800423,1670944,129479,0,732451,561534,360860,215855,345257,0,0,0,115941,304,Maria L. Varisco-Rogers CS,ESSEX,K. CHARTER,C,,,1,ESSEX
80,8065,2699953,1251794,1135779,58388,57627,0,0,736743,673618,666565,174252,44851,0,0,198,University Heights CS,ESSEX,K. CHARTER,C,,,1,ESSEX
80,6030,981324,503439,478545,15188,9706,0,0,214831,167075,249106,100888,13948,0,0,120,The Ethical Community Charter School,HUDSON,K. CHARTER,C,,,1,HUDSON
80,6036,,,,,,,,,,,,,,,,HOLA Hoboken Dual Lang CS,HUDSON,K. CHARTER,C,,,1,HUDSON
80,6235,3608955,1871308,1811754,54593,4961,0,0,682727,549981,1054920,319040,0,0,0,268,Liberty Academy CS,HUDSON,K. CHARTER,C,,,1,HUDSON
80,6420,4027153,2495453,2425467,29875,40111,0,0,643841,377327,887859,260010,0,0,5435,293,Elysian CS of Hoboken,HUDSON,K. CHARTER,C,,,1,HUDSON
80,6720,4183530,2479091,2264215,103734,111142,541700,154207,917516,750737,245223,0,0,0,0,274,Hoboken CS,HUDSON,K. CHARTER,C,,,1,HUDSON
80,6910,6423777,3842367,3722979,83056,36332,743689,623277,1370528,489603,467193,0,0,0,35000,583,Jersey City Comm. CS,HUDSON,K. CHARTER,C,,,1,HUDSON
80,6915,5213560,2348447,2222687,108697,17063,0,0,1112037,959669,1753076,299308,0,0,3649,518,Jersey City Golden Door,HUDSON,K. CHARTER,C,,,1,HUDSON
80,7115,3768649,2383069,2324955,27403,30711,0,0,863668,642582,521912,152509,0,0,0,454,Learning Community CS,HUDSON,K. CHARTER,C,,,1,HUDSON
80,7820,2490536,1154958,1012038,118768,24152,105131,92881,955016,481984,244626,82491,0,0,55641,208,Schomburg CS,HUDSON,K. CHARTER,C,,,1,HUDSON
80,7830,2142898,1294691,1101201,146898,46592,143894,143894,308467,248679,395846,0,0,0,0,213,Soaring Heights CS,HUDSON,K. CHARTER,C,,,1,HUDSON
